time,T_in,v_flow,T_Node 1,T_Node 2,T Pipe 1,m_flow Pipe 1,dT 1_2,T_ambient
0,65.0,2.0,65.0,20.0,20.0,4.326,45.0,20
30,65.4717173617833,2.0,65.4717173617833,19.99999999999996,19.99999999999996,4.326,45.47171736178335,20
60,65.93922672875173,2.0,65.93922672875173,19.99999999999996,19.99999999999996,4.326,45.93922672875178,20
90,66.39835764386574,2.0,66.39835764386574,19.99999999999996,19.99999999999996,4.326,46.39835764386578,20
120,66.84501439077759,2.0,66.84501439077759,19.99999999999996,19.99999999999996,4.326,46.845014390777635,20
150,67.27521253001719,2.0,67.27521253001719,19.99999999999996,19.99999999999996,4.326,47.27521253001723,20
180,67.68511444252283,2.0,67.68511444252283,19.99999999999996,19.99999999999996,4.326,47.685114442522874,20
210,68.07106356344833,2.0,68.07106356344833,19.99999999999996,19.99999999999996,4.326,48.07106356344838,20
240,68.42961700086045,2.0,68.42961700086045,19.99999999999996,19.99999999999996,4.326,48.42961700086049,20
270,68.75757624834888,2.0,68.75757624834888,19.99999999999996,19.99999999999996,4.326,48.757576248348926,20
300,69.05201571757468,2.0,69.05201571757468,19.99999999999996,19.99999999999996,4.326,49.05201571757472,20
330,69.31030883622955,2.0,69.31030883622955,19.99999999999996,19.99999999999996,4.326,49.310308836229595,20
360,69.53015147859736,2.0,69.53015147859736,19.99999999999996,19.99999999999996,4.326,49.5301514785974,20
390,69.70958251970347,2.0,69.70958251970347,19.99999999999996,19.99999999999996,4.326,49.70958251970352,20
420,69.84700132969665,2.0,69.84700132969665,19.99999999999996,19.99999999999996,4.326,49.847001329696695,20
450,69.94118205240378,2.0,69.94118205240378,19.99999999999996,19.99999999999996,4.326,49.94118205240382,20
480,69.99128454068392,2.0,69.99128454068392,19.99999999999996,19.99999999999996,4.326,49.991284540683964,20
510,69.99686185103242,2.0,69.99686185103242,19.99999999999996,19.99999999999996,4.326,49.99686185103246,20
540,69.95786423057832,2.0,69.95786423057832,19.99999999999996,19.99999999999996,4.326,49.957864230578366,20
570,69.87463956090912,2.0,69.87463956090912,19.99999999999996,19.99999999999996,4.326,49.87463956090916,20
600,69.74793025476346,2.0,69.74793025476346,19.99999999999996,19.99999999999996,4.326,49.7479302547635,20
630,69.57886663327528,2.0,69.57886663327528,19.99999999999996,19.99999999999996,4.326,49.578866633275325,20
660,69.36895684284801,2.0,69.36895684284801,19.99999999999996,19.99999999999996,4.326,49.36895684284805,20
690,69.12007340160642,2.0,69.12007340160642,19.99999999999996,19.99999999999996,4.326,49.12007340160646,20
720,68.83443649543959,2.0,68.83443649543959,19.99999999999996,19.99999999999996,4.326,48.83443649543963,20
750,68.51459417264394,2.0,68.51459417264394,19.99999999999996,19.99999999999996,4.326,48.51459417264398,20
780,68.1633996138419,2.0,68.1633996138419,19.99999999999996,19.99999999999996,4.326,48.163399613841946,20
810,67.78398567994171,2.0,67.78398567994171,19.99999999999996,19.99999999999996,4.326,47.78398567994175,20
840,67.37973696518537,2.0,67.37973696518537,19.99999999999996,19.99999999999996,4.326,47.379736965185415,20
870,66.95425960458812,2.0,66.95425960458812,19.99999999999996,19.99999999999996,4.326,46.95425960458816,20
900,66.51134910510453,2.0,66.51134910510453,19.99999999999996,19.99999999999996,4.326,46.51134910510457,20
930,66.05495648748621,2.0,66.05495648748621,19.99999999999996,19.99999999999996,4.326,46.05495648748625,20
960,65.58915304086533,2.0,65.58915304086533,19.99999999999996,19.99999999999996,4.326,45.58915304086537,20
990,65.11809400447399,2.0,65.11809400447399,48.696900287139485,48.696900287139485,4.326,16.421193717334504,20
1020,64.64598150047946,2.0,64.64598150047946,63.45056792209572,63.45056792209572,4.326,1.195413578383743,20
1050,64.17702704859633,2.0,64.17702704859633,63.90020635806313,63.90020635806313,4.326,0.27682069053319935,20
1080,63.71541399686691,2.0,63.71541399686691,64.34315028042508,64.34315028042508,4.326,-0.6277362835581712,20
1110,63.26526020374953,2.0,63.26526020374953,64.77544837027833,64.77544837027833,4.326,-1.510188166528799,20
1140,62.83058130441221,2.0,62.83058130441221,65.19324427577331,65.19324427577331,4.326,-2.3626629713610967,20
1170,62.41525488891787,2.0,62.41525488891787,65.59281101302852,65.59281101302852,4.326,-3.1775561241106516,20
1200,62.02298591185262,2.0,62.02298591185262,65.97058421300692,65.97058421300692,4.326,-3.9475983011542937,20
1230,61.65727364196353,2.0,61.65727364196353,66.32319391777284,66.32319391777284,4.326,-4.665920275809313,20
1260,61.32138044663434,2.0,61.32138044663434,66.64749464248825,66.64749464248825,4.326,-5.326114195853911,20
1290,61.01830268966003,2.0,61.01830268966003,66.94059343497749,66.94059343497749,4.326,-5.922290745317454,20
1320,60.75074400192887,2.0,60.75074400192887,67.19987568255306,67.19987568255306,4.326,-6.449131680624184,20
1350,60.52109116345337,2.0,60.52109116345337,67.42302843589019,67.42302843589019,4.326,-6.901937272436818,20
1380,60.33139281189629,2.0,60.33139281189629,67.60806104188805,67.60806104188805,4.326,-7.276668229991756,20
1410,60.18334116752429,2.0,60.18334116752429,67.75332290145975,67.75332290145975,4.326,-7.569981733935464,20
1440,60.078256937613226,2.0,60.078256937613226,67.85751819384183,67.85751819384183,4.326,-7.779261256228601,20
1470,60.01707753496665,2.0,60.01707753496665,67.9197174360735,67.9197174360735,4.326,-7.902639901106845,20
1500,60.000348715645224,2.0,60.000348715645224,67.93936577452843,67.93936577452843,4.326,-7.939017058883202,20
1530,60.028219710503414,2.0,60.028219710503414,67.91628793453359,67.91628793453359,4.326,-7.888068224030171,20
1560,60.10044189396296,2.0,60.10044189396296,67.85068978392195,67.85068978392195,4.326,-7.750247889958992,20
1590,60.21637100189848,2.0,60.21637100189848,67.74315649657095,67.74315649657095,4.326,-7.526785494672467,20
1620,60.374972878850336,2.0,60.374972878850336,67.59464733230911,67.59464733230911,4.326,-7.219674453458772,20
1650,60.574832703296345,2.0,60.574832703296345,67.40648707975737,67.40648707975737,4.326,-6.8316543764610245,20
1680,60.814167608687356,2.0,60.814167608687356,67.18035423843952,67.18035423843952,4.326,-6.366186629752164,20
1710,61.09084258765985,2.0,61.09084258765985,66.91826604558449,66.91826604558449,4.326,-5.827423457924638,20
1740,61.40238953755056,2.0,61.40238953755056,66.62256048119038,66.62256048119038,4.326,-5.220170943639815,20
1770,61.74602927731603,2.0,61.74602927731603,66.29587541187499,66.29587541187499,4.326,-4.549846134558955,20
1800,62.118696339453315,2.0,62.118696339453315,65.9411250595626,65.9411250595626,4.326,-3.8224287201092793,20
1830,62.517066315763344,2.0,62.517066315763344,65.56147400491969,65.56147400491969,4.326,-3.044407689156344,20
1860,62.9375855130168,2.0,62.9375855130168,65.16030895744396,65.16030895744396,4.326,-2.22272344442716,20
1890,63.37650265397658,2.0,63.37650265397658,64.7412085440346,64.7412085440346,4.326,-1.3647058900580262,20
1920,63.829902340985186,2.0,63.829902340985186,64.3079113855469,64.3079113855469,4.326,-0.4780090445617162,20
1950,64.2937399836023,2.0,64.2937399836023,63.86428274610707,63.864282746107065,4.326,0.429457237495221,20
1980,64.76387787871748,2.0,64.76387787871748,63.41428005269519,63.4142800526952,4.326,1.3495978260222898,20
2010,65.23612212128252,2.0,65.23612212128252,62.961917592581564,62.961917592581564,4.326,2.274204528700956,20
2040,65.7062600163977,2.0,65.7062600163977,62.511230703535794,62.5112307035358,4.326,3.1950293128619123,20
2070,66.17009765901481,2.0,66.17009765901481,62.066239776253475,62.06623977625348,4.326,4.103857882761339,20
2100,66.62349734602341,2.0,66.62349734602341,61.63091439011917,61.63091439011917,4.326,4.99258295590424,20
2130,67.0624144869832,2.0,67.0624144869832,61.2091379022362,61.20913790223619,4.326,5.853276584747,20
2160,67.48293368423666,2.0,67.48293368423666,60.80467280560956,60.80467280560956,4.326,6.678260878627093,20
2190,67.88130366054668,2.0,67.88130366054668,60.42112716550738,60.42112716550738,4.326,7.460176495039299,20
2220,68.25397072268396,2.0,68.25397072268396,60.061922433407986,60.06192243340798,4.326,8.192048289275974,20
2250,68.59761046244944,2.0,68.59761046244944,59.7302629256512,59.73026292565121,4.326,8.867347536798235,20
2280,68.90915741234015,2.0,68.90915741234015,59.42910723906226,59.42910723906226,4.326,9.480050173277888,20
2310,69.18583239131264,2.0,69.18583239131264,59.161141858537164,59.161141858537164,4.326,10.02469053277548,20
2340,69.42516729670365,2.0,69.42516729670365,58.92875719202609,58.92875719202609,4.326,10.496410104677558,20
2370,69.62502712114966,2.0,69.62502712114966,58.73402624669591,58.73402624669591,4.326,10.891000874453745,20
2400,69.78362899810152,2.0,69.78362899810152,58.57868613649378,58.57868613649378,4.326,11.20494286160774,20
2430,69.89955810603703,2.0,69.89955810603703,58.46412258607439,58.46412258607439,4.326,11.435435519962645,20
2460,69.97178028949658,2.0,69.97178028949658,58.3913575693255,58.3913575693255,4.326,11.580422720171079,20
2490,69.99965128435477,2.0,69.99965128435477,58.36104019276294,58.36104019276294,4.326,11.638611091591827,20
2520,69.98292246503335,2.0,69.98292246503335,58.37344090512092,58.37344090512092,4.326,11.609481559912432,20
2550,69.92174306238677,2.0,69.92174306238677,58.42844908479096,58.42844908479096,4.326,11.493293977595805,20
2580,69.81665883247571,2.0,69.81665883247571,58.525574026631425,58.525574026631425,4.326,11.291084805844285,20
2610,69.6686071881037,2.0,69.6686071881037,58.663949319344404,58.663949319344404,4.326,11.004657868759303,20
2640,69.47890883654662,2.0,69.47890883654662,58.84234057437136,58.84234057437136,4.326,10.63656826217526,20
2670,69.24925599807112,2.0,69.24925599807112,59.05915643736119,59.05915643736119,4.326,10.190099560709932,20
2700,68.98169731033997,2.0,68.98169731033997,59.31246278398189,59.31246278398189,4.326,9.669234526358075,20
2730,68.67861955336566,2.0,68.67861955336566,59.599999973441115,59.59999997344111,4.326,9.078619579924549,20
2760,68.34272635803647,2.0,68.34272635803647,59.91920300580376,59.91920300580376,4.326,8.423523352232714,20
2790,67.97701408814737,2.0,67.97701408814737,60.26722440329207,60.26722440329206,4.326,7.709789684855302,20
2820,67.58474511108213,2.0,67.58474511108213,60.64095961145296,60.64095961145297,4.326,6.943785499629165,20
2850,67.1694186955878,2.0,67.1694186955878,61.03707469360003,61.03707469360004,4.326,6.132344001987761,20
2880,66.73473979625048,2.0,66.73473979625048,61.452036071478986,61.45203607147898,4.326,5.282703724771494,20
2910,66.2845860031331,2.0,66.2845860031331,61.88214204685273,61.882142046852735,4.326,4.402443956280372,20
2940,65.82297295140367,2.0,65.82297295140367,62.323555822815216,62.323555822815216,4.326,3.4994171285884548,20
2970,65.35401849952054,2.0,65.35401849952054,62.77233973026426,62.77233973026426,4.326,2.5816787692562784,20
3000,64.88190599552601,2.0,64.88190599552601,63.22449035421334,63.22449035421333,4.326,1.6574156413126744,20
3030,64.41084695913466,2.0,64.41084695913466,63.67597424659532,63.675974246595324,4.326,0.7348727125393424,20
3060,63.94504351251379,2.0,63.94504351251379,64.12276390697863,64.12276390697863,4.326,-0.177720394464842,20
3090,63.48865089489547,2.0,63.48865089489547,64.56087371022721,64.56087371022721,4.326,-1.0722228153317417,20
3120,63.04574039541188,2.0,63.04574039541188,64.98639546060825,64.98639546060825,4.326,-1.940655065196367,20
3150,62.620263034814634,2.0,62.620263034814634,65.39553325518432,65.39553325518432,4.326,-2.775270220369684,20
3180,62.21601432005829,2.0,62.21601432005829,65.78463734548812,65.78463734548812,4.326,-3.5686230254298295,20
3210,61.836600386158096,2.0,61.836600386158096,66.15023669541395,66.15023669541395,4.326,-4.313636309255855,20
3240,61.48540582735607,2.0,61.48540582735607,66.48906994489019,66.48906994489019,4.326,-5.003664117534122,20
3270,61.16556350456042,2.0,61.16556350456042,66.79811450311898,66.79811450311898,4.326,-5.632550998558564,20
3300,60.879926598393574,2.0,60.879926598393574,67.07461351185432,67.07461351185432,4.326,-6.19468691346075,20
3330,60.631043157151986,2.0,60.631043157151986,67.31610043819046,67.31610043819046,4.326,-6.685057281038475,20
3360,60.42113336672472,2.0,60.42113336672472,67.5204210774781,67.5204210774781,4.326,-7.099287710753387,20
3390,60.25206974523653,2.0,60.25206974523653,67.6857527700902,67.6857527700902,4.326,-7.433683024853671,20
3420,60.12536043909088,2.0,60.12536043909088,67.81062066061207,67.81062066061207,4.326,-7.68526022152119,20
3450,60.04213576942167,2.0,60.04213576942167,67.89391085441433,67.89391085441433,4.326,-7.85177508499266,20
3480,60.00313814896757,2.0,60.00313814896757,67.93488035424468,67.93488035424468,4.326,-7.931742205277111,20
3510,60.00871545931608,2.0,60.00871545931608,67.93316368819816,67.93316368819816,4.326,-7.924448228882085,20
3540,60.05881794759623,2.0,60.05881794759623,67.88877616994003,67.88877616994003,4.326,-7.829958222343798,20
3570,60.15299867030335,2.0,60.15299867030335,67.80211376209927,67.80211376209927,4.326,-7.64911509179592,20
3600,60.290417480296526,2.0,60.290417480296526,67.67394954405003,67.67394954405003,4.326,-7.383532063753506,20
3630,60.46984852140263,2.0,60.46984852140263,67.50542681559153,67.50542681559153,4.326,-7.035578294188902,20
3660,60.68969116377045,2.0,60.68969116377045,67.29804889804497,67.29804889804497,4.326,-6.60835773427452,20
3690,60.94798428242532,2.0,60.94798428242532,67.0536657237479,67.0536657237479,4.326,-6.105681441322581,20
3720,61.24242375165112,2.0,61.24242375165112,66.77445733357567,66.77445733357567,4.326,-5.532033581924551,20
3750,61.57038299913956,2.0,61.57038299913956,66.46291442970143,66.46291442970143,4.326,-4.892531430561867,20
3780,61.92893643655166,2.0,61.92893643655166,66.12181615707583,66.12181615707583,4.326,-4.192879720524168,20
3810,62.31488555747717,2.0,62.31488555747717,65.7542053118282,65.7542053118282,4.326,-3.4393197543510325,20
3840,62.724787469982815,2.0,62.724787469982815,65.36336119774512,65.36336119774512,4.326,-2.6385737277623065,20
3870,63.1549856092224,2.0,63.1549856092224,64.95277037296235,64.95277037296235,4.326,-1.7977847637399478,20
3900,63.60164235613427,2.0,63.60164235613427,64.52609554782659,64.52609554782659,4.326,-0.9244531916923151,20
3930,64.06077327124827,2.0,64.06077327124827,64.08714291137659,64.08714291137659,4.326,-0.026369640128322658,20
3960,64.5282826382167,2.0,64.5282826382167,63.63982817791043,63.639828177910424,4.326,0.8884544603062636,20
3990,65.0,2.0,65.0,63.18814165652321,63.18814165652321,4.326,1.8118583434767928,20
4020,65.47171736178332,2.0,65.47171736178332,62.736112655215706,62.7361126552157,4.326,2.7356047065676137,20
4050,65.93922672875173,2.0,65.93922672875173,62.287773537110006,62.287773537110006,4.326,3.6514531916417283,20
4080,66.39835764386572,2.0,66.39835764386572,61.84712374941146,61.84712374941145,4.326,4.551233894454263,20
4110,66.84501439077759,2.0,66.84501439077759,61.41809414600001,61.41809414600001,4.326,5.426920244777584,20
4140,67.27521253001719,2.0,67.27521253001719,61.00451192191419,61.004511921914194,4.326,6.270700608102999,20
4170,67.68511444252283,2.0,67.68511444252283,60.61006647253242,60.610066472532424,4.326,7.075047969990415,20
4200,68.07106356344833,2.0,68.07106356344833,60.23827648200801,60.238276482008004,4.326,7.832787081440323,20
4230,68.42961700086043,2.0,68.42961700086043,59.892458534548176,59.892458534548176,4.326,8.537158466312256,20
4260,68.75757624834888,2.0,68.75757624834888,59.57569752854274,59.57569752854273,4.326,9.181878719806143,20
4290,69.05201571757468,2.0,69.05201571757468,59.29081915746578,59.29081915746579,4.326,9.761196560108893,20
4320,69.31030883622955,2.0,69.31030883622955,59.040364703037085,59.040364703037085,4.326,10.269944133192467,20
