time,T_in,v_flow,T_Node 1,T_Node 2,T_HEX 1,T pipe in HEX 1,m_flow pipe in HEX 1,T pipe out HEX 1,m_flow pipe out HEX 1,dT 1_1,dT 1_2,T_ambient
200,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
210,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
220,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
230,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
240,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
250,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
260,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
270,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
280,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
290,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
300,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
310,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
320,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
330,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
340,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
350,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
360,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
370,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
380,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
390,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
400,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
410,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
420,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
430,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
440,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
450,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
460,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
470,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
480,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
490,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
500,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
510,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
520,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
530,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
540,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
550,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
560,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
570,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
580,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
590,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
600,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
610,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
620,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
630,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
640,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
650,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
660,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
670,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
680,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
690,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
700,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
710,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
720,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
730,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
740,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
750,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
760,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
770,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
780,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
790,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
800,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
810,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
820,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
830,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
840,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
850,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
860,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
870,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
880,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
890,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
900,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
910,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
920,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
930,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
940,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
950,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
960,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
970,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
980,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
990,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1000,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1010,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1020,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1030,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1040,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1050,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1060,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1070,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1080,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1090,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1100,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1110,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1120,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1130,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1140,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1150,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1160,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1170,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1180,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1190,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1200,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1210,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1220,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1230,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1240,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1250,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1260,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1270,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1280,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1290,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1300,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1310,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1320,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1330,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1340,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1350,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1360,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1370,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1380,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1390,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1400,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1410,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1420,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1430,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1440,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1450,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1460,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1470,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1480,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1490,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1500,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1510,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1520,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1530,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1540,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1550,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1560,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1570,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1580,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1590,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1600,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1610,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1620,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1630,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1640,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1650,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1660,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1670,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1680,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1690,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1700,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1710,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1720,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1730,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1740,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1750,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1760,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1770,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1780,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1790,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1800,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1810,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1820,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1830,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
1840,65.0,2.0,65.0,64.99055416939206,64.99527683682635,64.99527683682635,4.326,64.99055416939206,4.326,0.004723163173650846,0.004722667434293726,20
