Tc_in,Tc_out,mflow_consumer,Th_in,Th_out,mflow_hex,Q_d
40.0,40.0,0.0,20.0,20.0,4.326,2121.320343559643
40.0,40.0,0.0,63.134131279494724,63.134131279494724,4.326,2227.013379648962
40.0,40.0,0.0,64.91829402820541,64.91829402820541,4.326,2332.5168845284584
40.0,40.0,0.0,64.99209258678218,64.99209258678218,4.326,2437.802894251582
40.0,40.0,0.0,64.99514512627272,64.99514512627272,4.326,2542.843473578138
40.0,40.0,0.0,64.99527138886539,64.99527138886539,4.326,2647.6107241686627
40.0,40.0,0.0,64.99527661148161,64.99527661148161,4.326,2752.0767927704496
40.0,40.0,0.0,64.99527682750539,64.99527682750539,4.326,2856.2138793927434
40.0,40.0,0.0,64.99527683644081,64.99527683644081,4.326,2959.9942454686434
40.0,40.0,0.0,64.9952768368104,64.9952768368104,4.326,3063.390222001247
40.0,40.0,0.0,64.9952768368257,64.9952768368257,4.326,3166.3742176915857
40.0,40.0,0.0,64.99527683682632,64.99527683682632,4.326,3268.918727045884
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3370.9963384597095
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3472.5797422765672
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3573.6417388185046
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3674.1552463863095
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3774.093309226874
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3873.429105465336
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3972.1359549995796
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4070.187327354741
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4167.5568494953195
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4264.218313592549
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4360.145684744686
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4455.313108647873
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4549.694919215273
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4643.265646142154
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4736.000022414665
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4827.87299176001
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4918.859716035791
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5008.9355825562625
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5098.0762113533165
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5186.25746236997
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5273.4554425842125
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5359.646513061032
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5444.8072959305155
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5528.914681289895
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5611.945834027469
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5693.878200566316
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5774.689515525793
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5854.35780829877
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5932.861409542646
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6010.178957582166
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6086.289404722094
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6161.172023467864
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6234.806412652308
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6307.172503466598
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6378.250565393618
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6448.0212120419255
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6516.465406878577
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6583.564468859053
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6649.3000779526155
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6713.65428056139
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6776.60949483156
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6838.148515855062
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6898.254520760198
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6956.91107368964
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7014.102130664314
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7069.812044331699
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7124.025568597087
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7176.727863136431
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7227.904497789398
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7277.541456831302
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7325.625143122624
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7372.142382134869
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7417.08042585154
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7460.4269565430495
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7502.170090414422
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7542.29838112469
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7580.800823176929
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7617.666855177873
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7652.886362966166
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7686.449682608278
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7718.347603261182
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7748.571369900928
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7777.112685916305
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7803.963715566773
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7829.117086303948
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7852.565890955939
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7874.303689773848
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7894.3245123398565
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7912.622859336277
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7929.1937041750725
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7944.032494487325
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7957.135153472211
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7968.498081105088
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7978.118155204301
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7985.992732356408
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7992.119648699541
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7996.497220564653
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7999.1242449744705
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,8000.0
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7999.1242449744705
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7996.497220564653
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7992.119648699541
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7985.992732356408
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7978.118155204301
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7968.498081105088
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7957.135153472211
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7944.032494487325
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7929.1937041750725
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7912.622859336277
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7894.3245123398565
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7874.303689773848
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7852.565890955939
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7829.117086303949
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7803.963715566773
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7777.112685916305
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7748.571369900928
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7718.347603261182
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7686.449682608279
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7652.886362966166
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7617.666855177873
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7580.800823176929
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7542.29838112469
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7502.170090414422
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7460.4269565430495
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7417.08042585154
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7372.14238213487
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7325.625143122624
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7277.541456831303
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7227.904497789398
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7176.727863136431
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7124.025568597087
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7069.812044331699
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,7014.102130664315
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6956.911073689639
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6898.254520760198
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6838.148515855061
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6776.60949483156
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6713.654280561389
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6649.3000779526155
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6583.564468859054
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6516.465406878577
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6448.021212041926
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6378.250565393618
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6307.172503466598
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6234.806412652307
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6161.172023467864
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6086.2894047220925
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,6010.178957582166
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5932.861409542647
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5854.35780829877
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5774.689515525793
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5693.878200566316
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5611.9458340274705
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5528.914681289894
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5444.8072959305155
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5359.64651306103
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5273.4554425842125
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5186.257462369971
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5098.076211353316
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,5008.935582556263
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4918.859716035791
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4827.872991760011
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4736.000022414664
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4643.265646142154
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4549.694919215272
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4455.313108647873
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4360.145684744683
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4264.218313592548
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4167.5568494953195
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,4070.187327354741
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3972.1359549995796
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3873.429105465335
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3774.093309226875
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3674.155246386308
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3573.6417388185046
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3472.579742276566
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3370.996338459709
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3268.9187270458856
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3166.3742176915857
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,3063.3902220012474
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2959.994245468643
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2856.213879392744
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2752.076792770449
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2647.610724168663
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2542.843473578136
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2437.802894251582
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2332.5168845284593
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2227.013379648962
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2121.3203435596433
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,2015.4657607131342
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1909.477627864488
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1803.3839458665418
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1697.212711466869
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1590.991909108689
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1484.7495027383065
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1378.5134276214767
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1272.3115821711945
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1166.1718197893977
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,1060.121940724966
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,954.189683950568
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,848.4027190607146
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,742.7886381935341
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,637.3749479786347
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,532.1890615135587
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,427.25829037114954
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,322.60983664033984
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,218.2707850026834
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,114.26809484703494
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,10.628592424795897
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-92.62103695200358
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-195.4542566673192
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-297.84468651019483
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-399.7661103339203
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-501.1924836630242
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-602.0979412457725
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-702.4568045498863
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-802.2435891992909
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-901.4330123495727
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1000.0000000000007
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1097.9196942398694
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1195.1674604270152
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1291.7188942963096
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1387.549828996063
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1482.6363420501289
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1576.9547622437249
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1670.481676430816
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1763.1939362610578
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1855.0686648243027
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-1946.0832632105976
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-2036.2154169838195
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-2125.443102566891
40.0,40.0,0.0,64.99527683682635,64.99527683682635,4.326,-2213.744593536755
