theta_5,deltaQ_tot,Q_respond_max,Q_respond_min,Q_respond_mean,Q_respond_1min_max,Q_respond_1min_min,Q_respond_1min_mean,deltaQ_benchmark_tot,Q_respond_benchmark_max,constraint_deltaQ,constraint_Qrespond,feasible_deltaQ,feasible_Qrespond,smooth_max_Tr,constraint_Tr,feasible_Tr
30.0,342813800463.3774,4380789.838548477,848570.7197043813,1718398.5495878707,2356296.346262032,819447.9703180926,1167913.6348931696,224641076823.91196,3022179.5634525646,62012454433.487434,603065.3842327707,0.0,0.0,39.434757500490264,-3.5652424995097363,1.0
31.31578947368421,344398403687.60333,4365879.599260904,850454.0714385184,1731295.1015846448,2357437.15463148,821680.3983704161,1171693.9038376603,224641076823.91196,3022179.5634525646,63597057657.71344,588155.1449451976,0.0,0.0,39.24954571770689,-3.750454282293113,1.0
32.631578947368425,344784919012.08966,4349250.199209085,851647.7361563281,1736749.3071474135,2353432.0926628355,823114.6704844898,1173196.0978789628,224641076823.91196,3022179.5634525646,63983572982.19977,571525.7448933786,0.0,0.0,38.871340610254734,-4.128659389745266,1.0
33.94736842105263,343309138967.8689,4328067.495583316,847935.097788715,1729240.3473456395,2344143.287982441,819597.6469989025,1171416.4873625375,224641076823.91196,3022179.5634525646,62507792937.97894,550343.0412676102,0.0,0.0,38.337317833891035,-4.662682166108965,1.0
35.26315789473684,327651536078.46515,4246610.801195427,823559.7977003533,1652596.6614935372,2307461.4080009465,794679.3454123754,1155074.4265510305,224641076823.91196,3022179.5634525646,46850190048.5752,468886.34687972075,0.0,0.0,35.895349773199925,-7.104650226800075,1.0
36.578947368421055,317588900224.22473,4146097.801988381,824973.9183810883,1602202.3431977376,2259078.3293751776,796074.6154651659,1143739.2346889123,224641076823.91196,3022179.5634525646,36787554194.33478,368373.3476726748,0.0,0.0,35.61915145587246,-7.380848544127538,1.0
37.89473684210527,316113306037.8399,4092627.6123966286,827628.072705531,1603864.2669098196,2240941.6965363435,798792.1684524287,1143864.7715973712,224641076823.91196,3022179.5634525646,35311960007.94995,314903.15808092244,0.0,0.0,36.46353569676105,-6.536464303238951,1.0
39.21052631578947,317042098149.9091,4069672.3256971184,830397.8290253961,1616665.250522198,2240056.8244369184,801664.9968299806,1146862.5228407213,224641076823.91196,3022179.5634525646,36240752120.019165,291947.87138141226,0.0,0.0,37.906074285573276,-5.0939257144267245,1.0
40.52631578947368,318853131243.25616,4067735.648860437,831645.7114424784,1624633.5294565072,2240955.30807293,802760.1027866603,1149113.942479402,224641076823.91196,3022179.5634525646,38051785213.36621,290011.1945447307,0.0,0.0,37.76195914763782,-5.238040852362182,1.0
41.8421052631579,316688687041.2706,4026074.611658688,831224.7950772617,1609362.528034784,2224047.854080919,802313.5155642427,1145726.528633494,224641076823.91196,3022179.5634525646,35887341011.38068,248350.157342982,0.0,0.0,37.3566621890528,-5.643337810947202,1.0
43.1578947368421,314962850800.494,3989584.959101313,827654.6272985091,1603219.1917937372,2207522.1754138386,798796.1401414545,1144382.5188477633,224641076823.91196,3022179.5634525646,34161504770.604065,211860.50478560664,0.0,0.0,35.4409182315626,-7.559081768437402,1.0
44.47368421052632,310028580229.267,3941125.979681477,823341.8797727004,1578166.6054141992,2189277.043991822,794426.050681208,1139211.9952516777,224641076823.91196,3022179.5634525646,29227234199.377075,163401.5253657708,0.0,0.0,36.23303518556183,-6.766964814438168,1.0
45.78947368421053,307415832901.39154,3884563.5188483326,824948.8696621696,1565000.0677368916,2168330.4423153363,796026.5587786734,1136147.9626930736,224641076823.91196,3022179.5634525646,26614486871.501583,106839.06453262642,0.0,0.0,37.82159282001803,-5.178407179981967,1.0
47.10526315789473,307701578749.19543,3864782.4011035063,825793.0672746861,1568500.7185663087,2163304.320819709,796855.0675499494,1137427.1952483207,224641076823.91196,3022179.5634525646,26900232719.30548,87057.94678780064,0.0,0.0,39.46608053856548,-3.5339194614345217,1.0
48.42105263157895,305266925026.9127,3823286.989815166,823009.8474454973,1555045.3550080154,2144982.6009517927,794076.180227606,1134693.932388233,224641076823.91196,3022179.5634525646,24465578997.022766,45562.535499460064,0.0,0.0,41.089609942318184,-1.9103900576818162,1.0
49.73684210526316,303405125413.92993,3781211.388746297,823620.2007815263,1545679.234463954,2131285.211795531,794681.2519007331,1133032.7219172176,224641076823.91196,3022179.5634525646,22603779384.039974,3486.9344305908307,0.0,0.0,42.85921066145546,-0.14078933854454334,1.0
51.05263157894737,302394931828.17944,3751359.858605676,822499.5745565585,1540929.581447737,2118892.0840666005,793555.269828937,1132939.0583256555,224641076823.91196,3022179.5634525646,21593585798.28949,-26364.595710030288,0.0,1.0,44.68848114252728,1.68848114252728,0.0
52.36842105263158,301181386585.37933,3717560.3651579535,822620.393359846,1535209.0338195432,2107739.57225285,793679.310037306,1132612.118410388,224641076823.91196,3022179.5634525646,20380040555.48944,-60164.089157752685,0.0,1.0,46.56577076570622,3.565770765706219,0.0
53.684210526315795,300071733343.5935,3687492.594235372,822480.2172189867,1529582.6489790345,2097537.3311919905,793557.5186094944,1132167.1819707935,224641076823.91196,3022179.5634525646,19270387313.703552,-90231.86008033437,0.0,1.0,48.46185287729532,5.461852877295321,0.0
55.0,299362103511.59686,3662402.875975324,822475.4724123044,1527337.7354901507,2088824.1552992917,793587.6701189382,1133881.5316975743,224641076823.91196,3022179.5634525646,18560757481.706966,-115321.57834038232,0.0,1.0,50.37095760765836,7.370957607658362,0.0
